date,sales,profit
2017-07-22,377,5305.138351267874
2017-07-14,862,8815.465509290141
2017-08-05,248,9129.22260108624
2017-08-15,410,5532.014492748524
2017-06-08,433,5007.959609348276
2017-05-26,959,3938.2393782292634
2017-11-21,795,4300.009682310301
2017-11-17,746,7507.575429391693
2017-07-08,659,6879.790656788463
2017-07-26,757,8026.250899530437
2017-05-26,705,1702.6621548407556
2017-06-17,468,6514.869356182492
2017-06-13,1034,1501.1526700407003
2017-06-06,243,6961.424750433524
2017-05-31,121,4395.05152770582
2017-10-22,1057,5722.656286460032
2017-06-19,510,3493.6684465864078
2017-07-25,204,1193.7143225054406
2017-11-23,625,6147.326852900183
2017-06-03,376,9247.881773466102
2017-08-19,1074,2875.7922791508454
2017-08-29,643,9409.848467508331
2017-02-18,804,3429.824826738851
2017-06-28,1096,4271.361166849798
2017-10-28,563,4625.42561027159
2017-04-16,823,6017.966214197415
2017-07-02,114,1599.47281680834
2017-09-14,630,4080.7761030983506
2017-12-09,1034,5024.432995118609
2017-09-30,183,5105.699029813859
2017-10-03,706,3959.599973432797
2017-09-23,1058,9625.90517204909
2017-04-23,973,8630.245800922487
2017-08-09,632,4539.643386574453
2017-02-21,483,3988.6473860907367
2017-05-19,828,5503.856514017674
2017-05-04,379,8738.610985044312
2017-11-21,973,5781.313055150313
2017-09-28,425,5395.729757649976
2017-07-11,1002,4917.676514236466
2017-01-22,525,4887.281647445288
2017-06-24,332,4916.254803643986
2017-05-12,629,2062.8195463729285
2017-12-11,786,3741.0515635965216
2017-07-28,438,9348.204130296986
2017-02-24,802,7927.945927805279
2017-03-13,389,3601.114920551411
2017-01-15,1087,2013.476179302967
2017-07-25,288,9755.646630436762
2017-05-24,304,2616.2877886278466
2017-11-06,648,5791.016665989467
2017-08-01,1053,1593.1635684010116
2017-04-25,603,4519.52521124535
2017-08-27,207,5332.747976414327
2017-02-14,516,7748.821691179771
2017-02-07,744,7634.957122031823
2017-05-31,221,8851.462971527842
2017-11-29,154,8120.518742795722
2017-01-13,612,6802.820184946495
2017-11-12,1016,6725.862682034549
2017-08-04,822,3453.1122750064897
2017-05-06,202,4922.3061420588965
2017-02-13,674,6397.488478354286
2017-10-22,763,8608.484906582024
2017-04-02,147,3722.2912222862346
2017-04-23,178,3219.290165484122
2017-09-11,317,9868.503936687548
2017-11-22,980,4918.9424149048045
2017-08-15,631,3010.27147837842
2017-06-21,551,5454.3312181672745
2017-07-04,461,6054.42912594958
2017-03-15,100,8991.889157337493
2017-11-05,649,6889.592928605007
2017-03-31,1062,6232.295895365946
2017-01-28,419,9084.839367748738
2017-02-13,389,1024.8463137881392
2017-01-02,138,4525.259874639336
2017-12-05,950,9268.681680513318
2017-05-08,141,7473.198576067316
2017-04-05,989,4991.520917778835
2017-12-07,593,9642.119615274429
2017-01-31,686,8747.067425563706
2017-03-06,473,1113.7392821767269
2017-05-31,1079,8647.016131561839
2017-04-09,164,8806.128582339494
2017-11-05,272,4621.264441478104
2017-05-12,1034,9255.667934651996
2017-03-12,960,3704.145149938855
2017-05-21,1039,7051.602322265235
2017-10-23,411,4290.876086859498
2017-08-19,866,8935.322524711206
2017-03-25,485,8896.624892272415
2017-08-28,784,8725.102330782855
2017-06-26,735,5808.371214277215
2017-11-14,873,8810.996459990694
2017-09-27,583,4302.656156939949
2017-06-14,699,5668.753308566332
2017-10-07,728,7631.656401573632
2017-05-03,817,1534.160205926763
2017-09-07,1071,5666.799889666455
2017-12-18,830,2102.202158877696
2017-02-23,490,4706.2339143267545
2017-06-19,332,6083.331157220161
2017-12-11,445,7136.604755078643
2017-09-04,872,5012.73278592415
2017-08-10,1099,3189.668867795875
2017-09-02,746,3897.7247198528453
2017-07-24,164,1549.7419878257792
2017-12-05,948,6652.7613938006125
2017-04-16,434,5546.290417006319
2017-02-06,859,1240.905943388214
2017-04-23,221,5913.164192520426
2017-05-25,152,4141.545436795688
2017-06-08,883,4981.052563060657
2017-04-26,907,8492.185286850947
2017-04-17,954,4137.592343008742
2017-08-01,1017,5857.770507965538
2017-10-19,624,2466.1771643226502
2017-12-04,964,5546.885792221026
2017-09-16,785,2500.745884116581
2017-08-02,972,7232.7374197336
2017-04-04,952,8327.319138628778
2017-06-14,149,6180.494203798084
2017-04-20,555,2234.3261316238986
2017-10-30,371,4973.346483940586
2017-12-03,823,1660.6586239037206
2017-10-11,169,2126.0389331064202
2017-11-25,102,5030.208276218998
2017-01-29,1027,8705.065013452375
2017-05-11,427,6623.2705158376175
2017-08-16,214,9344.401685863271
2017-10-20,421,2236.938583533168
2017-08-17,756,9543.705506156617
2017-06-18,150,6678.643244520689
2017-01-19,938,5942.162997568079
2017-08-14,863,2528.4737747320273
2017-11-16,577,4083.108313583679
2017-02-16,387,6533.29171348284
2017-08-06,299,9819.78031696
2017-04-23,1062,9359.18002241599
2017-01-03,825,9107.374285646298
2017-04-09,521,9984.808080441484
2017-10-12,587,1533.4836258455844
2017-07-26,953,9139.587706109425
2017-07-23,404,3073.8718819691576
2017-06-20,509,8151.49640105173
2017-10-10,1025,7174.923761409317
2017-08-21,834,6545.039707202507
2017-02-28,347,2610.5933799373347
2017-02-07,147,7206.124151973208
2017-08-26,578,6486.686985800598
2017-08-23,906,9611.72189458546
2017-09-25,468,5775.076258480177
2017-01-07,258,7325.953177499942
2017-04-07,214,6796.282168888158
2017-05-23,1015,7142.87821572268
2017-04-11,757,8544.350968937777
2017-12-10,744,4207.403396177491
2017-07-23,869,9430.431626264233
2017-07-11,1028,7734.639836300165
2017-02-02,484,6579.352470501692
2017-04-21,241,1750.298664270937
2017-12-14,940,6503.290655221942
2017-06-27,391,9183.948027320184
2017-05-09,196,6468.878996738163
2017-05-31,795,5208.435618986637
2017-04-08,304,9549.195338573021
2017-06-14,1040,7915.758919097531
2017-10-11,1064,8001.129504431527
2017-06-06,123,9417.7068007243
2017-02-22,931,4663.031503546012
2017-04-13,656,8374.833549332907
2017-08-11,895,8487.125852455707
2017-11-03,1007,9148.154369924616
2017-10-30,968,2172.1579214002986
2017-01-08,1070,4115.423752151957
2017-09-30,510,6333.847177850056
2017-08-20,533,9363.716291132037
2017-06-07,148,5647.991417752461
2017-09-28,916,5393.935796083647
2017-01-31,663,8586.64707620619
2017-05-17,122,3458.0368216248958
2017-06-18,487,7263.134033725076
2017-06-08,767,2483.4398214542316
2017-08-09,1061,8602.273694406249
2017-07-12,159,5005.600091807446
2017-08-20,871,5481.142400887731
2017-05-21,951,9593.23943657923
2017-05-26,517,6033.73482232365
2017-09-08,239,7413.989621791194
2017-01-11,827,8587.003090455399
2017-01-29,654,3639.5663038895295
2017-12-04,744,2917.5355555248584
2017-05-14,330,5054.190605491462
2017-02-12,928,5553.513691804459
2017-03-28,823,5224.77091207395
2017-11-10,845,6923.800694647746
2017-11-09,898,4262.582937369724
2017-03-20,404,8202.83789392939
2017-12-10,883,3438.124845070345
2017-07-29,699,6212.434242351187
2017-07-20,971,6056.545241850102
2017-11-01,271,7820.401226618043
2017-10-03,200,2402.124251710454
2017-06-03,868,9238.448080427419
2017-11-30,370,3851.8275114289627
2017-09-30,127,7575.78054324649
2017-09-18,552,3534.593474090772
2017-06-05,105,3830.2104775738967
2017-11-21,118,7629.043963288446
2017-05-12,416,6656.569015433921
2017-07-06,173,7426.058087772388
2017-01-13,248,6361.421214599967
2017-05-11,1062,6923.818744473958
2017-11-29,931,1980.4677881887874
2017-12-19,283,1841.4662744433178
2017-12-19,1009,8527.185683639382
2017-11-14,851,3317.9118031235967
2017-12-23,172,1422.3688248844194
2017-11-27,134,9488.728612479601
2017-06-08,868,8494.86001079576
2017-05-14,876,1738.6542315407828
2017-05-25,537,5802.881106419764
2017-12-18,130,5508.374481123937
2017-04-07,311,2150.113707473406
2017-08-25,155,1463.3452067915607
2017-10-15,1070,7939.493203189063
2017-08-24,416,5425.116887818064
2017-04-10,904,5549.788717703272
2017-10-28,591,7255.7953694827975
2017-10-08,401,2233.9228506969566
2017-12-02,192,9605.442817778197
2017-01-22,1020,3907.6339532534303
2017-11-30,791,7283.443690891696
2017-02-03,1078,7265.3357962090195
2017-01-05,893,9822.474382929546
2017-02-09,962,1776.9095708895265
2017-05-05,719,2413.4328381649493
2017-03-09,824,8760.994309699974
2017-06-12,610,7892.915689843902
2017-06-12,990,1778.7133457448476
2017-02-12,640,2355.2106748695965
2017-12-01,665,2097.734366438567
2017-07-30,741,1369.2997463624743
2017-02-08,889,8501.298230498312
2017-06-26,792,2058.2819560463277
2017-05-03,681,7184.35348807337
2017-07-29,837,4537.609825388249
2017-09-19,746,8274.16721505316
2017-08-19,198,8922.345746619903
2017-08-08,690,6969.142296650375
2017-10-24,175,7717.9758936180415
2017-07-17,909,9120.159706172282
2017-01-06,415,5651.887225684427
2017-01-08,887,4842.801172796523
2017-10-21,459,5293.202296631973
2017-12-01,556,3185.984390618478
2017-02-03,931,1491.3725205660644
2017-01-28,130,3715.8860608968807
2017-06-29,602,1543.2570568569927
2017-03-19,348,9471.394264439217
2017-01-31,880,9486.450950316217
2017-06-24,1073,3930.4874671441567
2017-01-10,314,6963.672830531686
2017-11-20,163,8028.595885252254
2017-09-17,256,5459.876652407226
2017-11-07,441,7998.704429300834
2017-12-20,394,3253.0536472927297
2017-08-16,1031,9424.441274765828
2017-03-22,688,9703.960998752931
2017-10-12,170,9282.550696534923
2017-06-15,554,7944.513092789093
2017-12-01,1017,4907.655724617149
2017-02-22,698,5140.583393121674
2017-10-30,814,2809.7504057321653
2017-03-05,195,3125.1586753933043
2017-05-04,590,7279.935284228168
2017-08-10,419,9883.877583958702
2017-05-27,903,4446.9510466505635
2017-06-07,346,3934.7880761058336
2017-02-09,627,5015.997385598541
2017-10-12,958,5264.9230362569415
2017-02-24,236,2309.513339111476
2017-01-30,131,1221.7178347351773
2017-07-03,840,2302.434744536362
2017-12-13,943,2445.1184742567893
2017-05-26,595,1224.3674529669065
2017-03-13,741,5664.586388687129
2017-04-02,224,3749.7032246272333
2017-07-04,758,1280.7205920591482
2017-02-21,484,9786.190719183409
2017-07-24,934,2801.998391420529
2017-03-04,199,2182.3310762080996
2017-04-13,580,1902.5438829986301
2017-06-29,746,8518.915544004933
2017-04-07,836,3210.9280169563285
2017-01-31,930,1236.1321171513423
2017-05-31,229,1838.5246372690615
2017-09-19,985,1658.0431116672273
2017-04-06,274,9476.55810140501
2017-07-24,969,1110.6097761412377
2017-04-27,690,9772.636501533085
2017-01-23,269,1743.7715899632426
2017-08-10,163,6908.453953467798
2017-10-13,949,6348.4696039055525
2017-01-19,448,6164.10620556816
2017-02-22,228,5806.2830160502135
2017-05-03,123,1244.5866431971199
2017-02-01,773,1799.059631468177
2017-11-02,290,5842.602458644527
2017-08-15,252,7115.097304395262
2017-08-10,250,6964.006810136593
2017-06-23,711,5646.530458651164
2017-08-24,426,1876.4042552824635
2017-12-09,856,2062.957454119128
2017-09-29,860,9287.38904308065
2017-07-19,681,1132.9045000881424
2017-06-26,684,3950.8138335171307
2017-07-31,527,4735.966223438056
2017-10-11,261,2404.791076761906
2017-10-27,601,2366.386026504244
2017-05-28,228,5332.926457338475
2017-03-21,980,7447.426506636128
2017-11-23,871,1580.3170855174376
2017-12-11,839,3953.285702933518
2017-08-03,886,4938.111992138963
2017-01-12,596,5966.986720192001
2017-08-18,932,7303.320054169071
2017-04-04,800,5325.503279777727
2017-09-29,538,5640.9356035555265
2017-06-29,435,5738.895528922598
2017-12-09,395,5355.268600198759
2017-02-15,185,7924.360668308597
2017-05-31,457,4792.56569432212
2017-04-20,698,5329.6741718105695
2017-04-14,123,8598.989987721132
2017-06-18,497,5839.505244694347
2017-06-22,704,5526.2963519511
2017-10-01,440,4983.992992121701
2017-03-30,881,9467.326541779505
2017-08-19,277,9229.321007313223
2017-08-29,616,2025.9596675963521
2017-12-20,882,5641.2438337766525
2017-03-24,103,9535.669619157212
2017-01-15,568,4987.398488391169
2017-06-14,179,6146.154172352549
2017-01-27,202,1019.9556586374883
2017-12-11,608,6971.555247403401
2017-01-23,350,3208.790547913844
2017-10-18,531,7326.25612293111
2017-12-17,230,8581.645629663784
2017-01-22,468,5359.011641257464
2017-07-16,948,2500.1510902108776
2017-06-26,610,4797.251196341792
2017-04-29,975,9046.707596173233
2017-05-27,578,2304.982664293082
2017-12-20,779,5006.898909871796
2017-05-20,436,6173.563279868896
2017-05-20,368,2220.128269817951
2017-11-29,127,9182.104304348006
2017-03-10,286,4286.655340828789
2017-06-23,400,1334.661891638472
2017-07-12,227,2503.759583825751
2017-03-31,164,6982.922032150104
2017-02-10,724,6381.737293529314
2017-09-21,941,3324.2767160419057
2017-09-21,141,7972.501287028415
2017-09-04,501,9131.335453038879
2017-10-17,482,4372.104464750153
2017-02-28,214,9658.152861468037
2017-09-21,306,4785.3281590229035
2017-06-12,571,9496.848617453743
2017-05-13,263,4049.823295495136
2017-04-29,198,9599.923150741522
2017-06-28,949,5796.318756629371
2017-03-18,103,8245.289249933996
2017-09-12,495,1160.723764834484
2017-12-19,850,9545.397552379973
2017-04-25,786,1110.858847662962
2017-04-03,1038,6959.55480122379
2017-11-24,1095,6864.120690386975
2017-08-09,986,4049.5196101381753
2017-08-28,995,6131.897302600244
2017-06-03,719,4771.264051087233
2017-09-05,563,8280.548963108651
2017-12-20,654,6285.924035219062
2017-01-02,133,9549.34058572515
2017-09-27,404,6074.444006107692
2017-04-27,1093,7631.845334911416
2017-02-08,552,4339.017499991185
2017-08-02,662,2354.4251067156683
2017-06-16,1035,4152.173248559888
2017-06-11,690,8415.015944144787
2017-09-15,398,6049.687275035696
2017-09-03,113,2152.4670546118396
2017-04-24,151,2946.47754923095
2017-04-25,666,2252.8343686464277
2017-10-22,438,9990.058915887945
2017-01-29,523,8547.626492599175
2017-07-23,160,8021.867118461756
2017-04-25,712,6114.279312404988
2017-12-22,344,5829.415182014334
2017-02-01,920,4233.96767848578
2017-06-29,946,1919.9332631901016
2017-03-08,913,2134.952436304593
2017-11-20,843,9078.431004896484
2017-11-27,1085,1947.8620435643575
2017-09-19,529,4616.262414644758
2017-01-01,924,4592.368494280524
2017-11-25,647,5640.387243268841
2017-10-08,710,2608.2465933902513
2017-05-25,1021,8194.172112624492
2017-12-19,756,8089.0382872392875
2017-08-13,523,4924.710654898066
2017-10-25,323,5736.58226702202
2017-06-02,1092,6127.615832392348
2017-10-05,1009,6390.874940659699
2017-02-16,600,2706.9992056795295
2017-10-19,109,1752.9228762000307
2017-11-15,704,8497.358980456425
2017-03-10,489,3620.4084819881723
2017-11-15,829,9168.277286557932
2017-02-02,223,4610.780459015299
2017-09-07,808,4633.716494858238
2017-02-15,264,4169.620450215314
2017-12-11,332,7841.403185755437
2017-02-27,778,1169.492915838325
2017-06-03,500,7327.683967939223
2017-10-16,186,2444.8065942566354
2017-02-03,916,5986.658803995924
2017-05-15,843,6274.258008451567
2017-07-13,366,6612.215211127146
2017-11-04,183,5567.239706498116
2017-02-01,780,2499.306289786075
2017-09-09,593,8989.169021993435
2017-05-22,744,6391.482150551629
2017-05-08,557,9165.27665063753
2017-05-24,516,1166.4385732995684
2017-10-13,474,4316.732260291612
2017-03-08,424,8033.395284952504
2017-08-28,481,7989.556366490562
2017-03-03,118,3261.533731670938
2017-07-31,242,9793.34845844538
2017-04-07,804,6418.723295354116
2017-02-28,708,2663.5051859183914
2017-08-21,551,7307.248115561093
2017-10-14,552,3933.4220609961167
2017-07-05,548,1352.6101773091282
2017-04-07,721,6088.852317556449
2017-10-30,1086,2127.4153165399193
2017-12-06,683,7174.93802969115
2017-10-25,114,1092.437346257854
2017-10-04,184,8519.941753539562
2017-02-10,127,6609.761016950614
2017-04-21,667,2928.8883875661186
2017-05-13,353,3561.0205540815987
2017-09-23,496,8465.370065197876
2017-05-05,297,3191.274990874975
2017-08-07,548,1072.5583762117299
2017-03-16,291,6947.986732545354
2017-05-30,299,4264.530239103526
2017-09-04,663,9854.524809059936
2017-06-16,961,2187.2878570320513
2017-10-21,863,2137.5356134134136
2017-02-13,789,3401.9021482705853
2017-04-14,309,8536.191979233263
2017-02-03,595,1866.4872952494684
2017-04-06,389,7862.946459396861
2017-07-19,435,4035.804748137658
2017-03-11,794,7353.554181276577
2017-07-18,604,8140.474939135867
2017-01-24,464,2929.986411097233
2017-08-03,356,5566.71928711625
2017-04-17,851,9551.777583579513
2017-02-09,369,1454.6532224539346
2017-02-01,351,1374.7391269250945
2017-10-21,545,5850.848773498664
2017-02-08,775,4834.030417955944
2017-07-04,613,2609.568589761353
2017-12-10,231,7508.354187230008
2017-03-08,219,1747.744487790222
2017-09-24,281,6781.600991743075
2017-01-17,398,1236.737959201464
2017-10-14,412,2839.0319342516163
2017-07-07,647,9663.718795212335
2017-02-23,536,6811.532236242992
2017-05-02,798,3915.000187278126
2017-08-29,594,6463.700628466695
2017-09-01,1071,1221.9370128801647
2017-11-02,208,4690.085019515422
2017-06-24,579,2142.450119969145
2017-06-05,358,6552.817448731679
2017-06-11,893,7210.7422472628805
2017-11-25,331,6518.039032441643
2017-03-10,643,4558.257364331956
2017-02-09,1085,1508.6643682405104
2017-12-20,572,5987.474803533745
2017-02-03,545,1944.964316590284
2017-09-28,1042,1046.1734737390432
2017-03-19,329,6478.300315026339
2017-03-03,359,7229.884148946604
2017-12-08,816,6652.997063497454
2017-02-06,1096,1339.7379707921996
2017-09-26,200,8693.88282217892
2017-10-10,448,8492.520365907498
2017-12-05,1096,7114.750980792084
2017-09-08,746,4528.318648185086
2017-01-13,642,8434.76064349493
2017-08-22,713,9697.834242078674
2017-12-22,377,3784.7831064210195
2017-10-09,631,8949.550710771404
2017-08-18,1080,4428.5209165658
2017-06-19,1006,4867.518793712743
2017-04-18,726,3682.8255749175414
2017-02-25,856,8109.2587276721315
2017-02-25,348,7132.642158050847
2017-05-24,656,2037.0615693421876
2017-10-24,408,7901.355367390616
2017-11-13,997,2687.5862517834057
2017-03-12,719,6541.11441437977
2017-06-28,1023,1191.1929988393144
2017-06-10,407,6149.049391306472
2017-08-07,529,1699.7588324986982
2017-10-04,1058,3004.5628442710113
2017-11-05,659,7526.999687276495
2017-02-08,148,2782.3379801333786
2017-07-28,791,1405.5215368130425
2017-11-05,1067,6003.734115291231
2017-03-31,216,7284.296058954641
2017-10-03,1077,2153.782453860129
2017-03-06,992,3300.6473294159073
2017-02-12,166,7183.376468817636
2017-10-31,873,9284.945041769437
2017-04-08,116,6793.375507823377
2017-01-02,420,6244.834498022112
2017-03-31,701,3136.9091458709822
2017-02-08,672,3577.059609945323
2017-01-19,576,4989.9699926256235
2017-10-23,131,9982.407957628327
2017-12-21,755,9383.855923338471
2017-05-08,294,5920.7512004934415
2017-09-29,634,9539.543705826478
2017-10-21,900,5780.427713446149
2017-06-14,773,8461.870187727178
2017-12-21,774,7236.018047572308
2017-05-08,673,8657.146866306864
2017-08-27,688,4304.046702966184
2017-09-15,690,3364.4997804564023
2017-02-02,486,5400.3524242426
2017-06-08,360,9170.204758148433
2017-01-08,1011,6433.819147648145
2017-04-23,805,5078.327046774465
2017-02-20,969,5381.82966735985
2017-06-28,551,1052.7835470306961
2017-06-10,471,1322.7315334043694
2017-10-27,647,8788.624766189703
2017-07-17,788,7043.577845182805
2017-01-02,400,4863.068285143965
2017-04-08,1035,1789.8699887820562
2017-06-29,734,9571.71358835922
2017-01-31,349,4341.148785212743
2017-03-24,894,2326.9211198401536
2017-06-27,1011,1961.2572781811782
2017-12-04,994,1830.3868417518024
2017-08-12,192,9366.939158645488
2017-09-11,934,4254.603405153804
2017-01-19,236,4161.543813769935
2017-06-24,765,3878.896644201594
